season,team,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against,total_played,total_wins,total_draws,total_losses,total_goals_for,total_goals_against,goal_diff,points,season_int,squad_depth_900min,squad_depth_300min,avg_squad_age,avg_squad_market_value,total_squad_market_value,n_players_with_value,attack_defense_ratio,home_points,away_points,home_strength,away_strength,home_away_ratio,goals_per_game,goals_against_per_game,clean_sheet_proxy,u21_players,u21_total_min,youth_development_score,squad_turnover_rate,new_players_count,wage_efficiency_proxy
2015/16,Chelsea,19,5,9,5,32,30,19,7,5,7,27,23,38,12,14,12,59,53,6,50,2015,16,20,26.25,29538461.53846154,384000000.0,13,1.113,24,26,0.421,0.456,0.923,1.553,1.395,0.49,11.0,3499.0,9.33,30.0,6.0,0.1302
2015/16,Crystal Palace,19,6,3,10,19,23,19,5,6,8,20,28,38,11,9,18,39,51,-12,42,2015,15,22,27.0,6600000.0,99000000.0,15,0.765,21,21,0.368,0.368,1.0,1.026,1.342,0.51,6.0,64.0,0.17,31.82,7.0,0.4242
2015/16,Everton,19,6,5,8,35,30,19,5,9,5,24,25,38,11,14,13,59,55,4,47,2015,18,21,26.166666666666668,11583333.333333334,208500000.0,18,1.073,23,24,0.404,0.421,0.96,1.553,1.447,0.471,8.0,1787.0,4.77,23.81,5.0,0.2254
2015/16,Leicester,19,12,6,1,35,18,19,11,6,2,33,18,38,23,12,3,68,36,32,81,2015,14,16,27.0,8500000.0,119000000.0,14,1.889,42,39,0.737,0.684,1.077,1.789,0.947,0.654,5.0,311.0,0.83,18.75,3.0,0.6807
2015/16,Liverpool,19,8,8,3,33,22,19,8,4,7,30,28,38,16,12,10,63,50,13,60,2015,16,24,24.9375,19800000.0,297000000.0,15,1.26,32,28,0.561,0.491,1.143,1.658,1.316,0.519,11.0,3029.0,8.07,41.67,10.0,0.202
2015/16,Man City,19,12,2,5,47,21,19,7,7,5,24,20,38,19,9,10,71,41,30,66,2015,18,22,28.22222222222222,25000000.0,450000000.0,18,1.732,38,28,0.667,0.491,1.358,1.868,1.079,0.606,13.0,2716.0,7.22,27.27,6.0,0.1467
2015/16,Man United,19,12,5,2,27,9,19,7,4,8,22,26,38,19,9,10,49,35,14,66,2015,16,24,25.8125,21133333.333333332,317000000.0,15,1.4,41,25,0.719,0.439,1.638,1.289,0.921,0.664,15.0,5496.0,14.63,41.67,10.0,0.2082
2015/16,Newcastle,19,7,7,5,32,24,19,2,3,14,12,41,38,9,10,19,44,65,-21,37,2015,16,23,25.0,8214285.714285715,115000000.0,14,0.677,28,9,0.491,0.158,3.108,1.158,1.711,0.375,10.0,5584.0,14.92,47.83,11.0,0.3217
2015/16,Norwich,19,6,5,8,26,30,19,3,2,14,13,37,38,9,7,22,39,67,-28,34,2015,16,22,27.5625,3571428.5714285714,50000000.0,14,0.582,23,11,0.404,0.193,2.093,1.026,1.763,0.356,,,,54.55,12.0,0.68
2015/16,Southampton,19,11,3,5,39,22,19,7,6,6,20,19,38,18,9,11,59,41,18,63,2015,18,19,25.555555555555557,9500000.0,171000000.0,18,1.439,36,27,0.632,0.474,1.333,1.553,1.079,0.606,5.0,2623.0,6.99,42.11,8.0,0.3684
2015/16,Stoke,19,8,4,7,22,24,19,6,5,8,19,31,38,14,9,15,41,55,-14,51,2015,17,21,26.529411764705884,7107142.857142857,99500000.0,14,0.745,28,23,0.491,0.404,1.215,1.079,1.447,0.471,2.0,0.0,0.0,38.1,8.0,0.5126
2015/16,Sunderland,19,6,6,7,23,20,19,3,6,10,25,42,38,9,12,17,48,62,-14,39,2015,20,26,26.3,4075000.0,81500000.0,20,0.774,24,15,0.421,0.263,1.601,1.263,1.632,0.404,6.0,180.0,0.48,42.31,11.0,0.4785
2015/16,Swansea,19,8,6,5,20,20,19,4,5,10,22,32,38,12,11,15,42,52,-10,47,2015,15,20,27.4,6818181.818181818,75000000.0,11,0.808,30,17,0.526,0.298,1.765,1.105,1.368,0.5,3.0,90.0,0.24,25.0,5.0,0.6267
2015/16,Tottenham,19,10,6,3,35,15,19,9,7,3,34,20,38,19,13,6,69,35,34,70,2015,14,18,24.142857142857142,20750000.0,249000000.0,12,1.971,36,34,0.632,0.596,1.06,1.816,0.921,0.664,5.0,2723.0,7.24,33.33,6.0,0.2811
2015/16,Watford,19,6,6,7,20,19,19,6,3,10,20,31,38,12,9,17,40,50,-10,45,2015,15,19,28.0,4892857.142857143,68500000.0,14,0.8,24,21,0.421,0.368,1.144,1.053,1.316,0.519,2.0,1882.0,5.01,100.0,19.0,0.6569
2015/16,West Brom,19,6,5,8,20,26,19,4,8,7,14,22,38,10,13,15,34,48,-14,43,2015,16,19,28.625,4906250.0,78500000.0,16,0.708,23,20,0.404,0.351,1.151,0.895,1.263,0.539,6.0,307.0,0.82,31.58,6.0,0.5478
2015/16,West Ham,19,9,7,3,34,26,19,7,7,5,31,25,38,16,14,8,65,51,14,62,2015,17,22,25.764705882352942,9281250.0,148500000.0,16,1.275,34,28,0.596,0.491,1.214,1.711,1.342,0.51,10.0,213.0,0.57,40.91,9.0,0.4175
2016/17,Arsenal,19,14,3,2,39,16,19,9,3,7,38,28,38,23,6,9,77,44,33,75,2016,15,20,25.933333333333334,27285714.285714287,382000000.0,14,1.75,45,30,0.789,0.526,1.5,2.026,1.158,0.577,5.0,2268.0,6.05,15.0,3.0,0.1963
2016/17,Bournemouth,19,9,4,6,35,29,19,3,6,10,20,38,38,12,10,16,55,67,-12,46,2016,16,19,26.1875,5593750.0,89500000.0,16,0.821,31,15,0.544,0.263,2.068,1.447,1.763,0.356,6.0,1774.0,4.72,31.58,6.0,0.514
2016/17,Burnley,19,10,3,6,26,20,19,1,4,14,13,35,38,11,7,20,39,55,-16,40,2016,15,19,27.466666666666665,5000000.0,70000000.0,14,0.709,33,7,0.579,0.123,4.707,1.026,1.447,0.471,2.0,110.0,0.29,52.63,10.0,0.5714
2016/17,Chelsea,19,17,0,2,55,17,19,13,3,3,30,16,38,30,3,5,85,33,52,93,2016,13,16,26.76923076923077,35692307.692307696,464000000.0,13,2.576,51,42,0.895,0.737,1.214,2.237,0.868,0.683,4.0,135.0,0.36,25.0,4.0,0.2004
2016/17,Crystal Palace,19,6,2,11,24,25,19,6,3,10,26,38,38,12,5,21,50,63,-13,41,2016,15,20,27.333333333333332,8714285.714285715,122000000.0,14,0.794,20,21,0.351,0.368,0.954,1.316,1.658,0.394,7.0,24.0,0.06,40.0,8.0,0.3361
2016/17,Everton,19,13,4,2,42,16,19,4,6,9,20,28,38,17,10,11,62,44,18,61,2016,16,23,26.875,13500000.0,202500000.0,15,1.409,43,18,0.754,0.316,2.386,1.632,1.158,0.577,8.0,3565.0,9.48,39.13,9.0,0.3012
2016/17,Hull,19,8,4,7,28,35,19,1,3,15,9,45,38,9,7,22,37,80,-43,34,2016,20,25,26.95,5138888.888888889,92500000.0,18,0.462,28,6,0.491,0.105,4.676,0.974,2.105,0.231,7.0,503.0,1.34,68.0,17.0,0.3676
2016/17,Leicester,19,10,4,5,31,25,19,2,4,13,17,38,38,12,8,18,48,63,-15,44,2016,16,21,26.9375,9562500.0,153000000.0,16,0.762,34,10,0.596,0.175,3.406,1.263,1.658,0.394,5.0,3269.0,8.7,42.86,9.0,0.2876
2016/17,Liverpool,19,12,5,2,45,18,19,10,5,4,33,24,38,22,10,6,78,42,36,76,2016,16,18,25.625,21031250.0,336500000.0,16,1.857,41,35,0.719,0.614,1.171,2.053,1.105,0.596,8.0,304.0,0.81,27.78,5.0,0.2259
2016/17,Man City,19,11,7,1,37,17,19,12,2,5,43,22,38,23,9,6,80,39,41,78,2016,16,22,28.75,23781250.0,380500000.0,16,2.051,40,38,0.702,0.667,1.052,2.105,1.026,0.625,7.0,3045.0,8.11,27.27,6.0,0.205
2016/17,Man United,19,8,10,1,26,12,19,10,5,4,28,17,38,18,15,5,54,29,25,69,2016,19,22,26.157894736842106,22763157.89473684,432500000.0,19,1.862,34,35,0.596,0.614,0.971,1.421,0.763,0.721,12.0,4034.0,10.73,22.73,5.0,0.1595
2016/17,Middlesbrough,19,4,6,9,17,23,19,1,7,11,10,30,38,5,13,20,27,53,-26,28,2016,17,21,26.823529411764707,4735294.117647059,80500000.0,17,0.509,18,10,0.316,0.175,1.806,0.711,1.395,0.49,2.0,1541.0,4.1,95.24,20.0,0.3478
2016/17,Southampton,19,6,6,7,17,21,19,6,4,9,24,27,38,12,10,16,41,48,-7,46,2016,17,22,25.41176470588235,12843750.0,205500000.0,16,0.854,24,22,0.421,0.386,1.091,1.079,1.263,0.539,6.0,1885.0,5.02,31.82,7.0,0.2238
2016/17,Stoke,19,7,6,6,24,24,19,4,5,10,17,32,38,11,11,16,41,56,-15,44,2016,15,24,29.266666666666666,6115384.615384615,79500000.0,13,0.732,27,17,0.474,0.298,1.591,1.079,1.474,0.461,5.0,903.0,2.4,29.17,7.0,0.5535
2016/17,Sunderland,19,3,5,11,16,34,19,3,1,15,13,35,38,6,6,26,29,69,-40,24,2016,16,26,25.9375,5033333.333333333,75500000.0,15,0.42,14,10,0.246,0.175,1.406,0.763,1.816,0.336,9.0,376.0,1.0,50.0,13.0,0.3179
2016/17,Swansea,19,8,3,8,27,34,19,4,2,13,18,36,38,12,5,21,45,70,-25,41,2016,17,24,26.823529411764707,4696428.571428572,65750000.0,14,0.643,27,14,0.474,0.246,1.927,1.184,1.842,0.327,3.0,82.0,0.22,37.5,9.0,0.6236
2016/17,Tottenham,19,17,2,0,47,9,19,9,6,4,39,17,38,26,8,4,86,26,60,86,2016,14,20,25.214285714285715,30000000.0,390000000.0,13,3.308,53,33,0.93,0.579,1.606,2.263,0.684,0.75,7.0,3554.0,9.45,25.0,5.0,0.2205
2016/17,Watford,19,8,4,7,25,29,19,3,3,13,15,39,38,11,7,20,40,68,-28,40,2016,17,22,27.941176470588236,6625000.0,106000000.0,16,0.588,28,12,0.491,0.211,2.327,1.053,1.789,0.346,9.0,851.0,2.26,50.0,11.0,0.3774
2016/17,West Brom,19,9,2,8,27,22,19,3,7,9,16,29,38,12,9,17,43,51,-8,45,2016,14,16,28.785714285714285,6178571.428571428,86500000.0,14,0.843,29,16,0.509,0.281,1.811,1.132,1.342,0.51,6.0,703.0,1.87,31.25,5.0,0.5202
2016/17,West Ham,19,7,4,8,19,31,19,5,5,9,28,33,38,12,9,17,47,64,-17,45,2016,20,24,26.5,10052631.578947369,191000000.0,19,0.734,25,20,0.439,0.351,1.251,1.237,1.684,0.385,11.0,1369.0,3.65,45.83,11.0,0.2356
2017/18,Arsenal,19,15,2,2,54,20,19,4,4,11,20,31,38,19,6,13,74,51,23,63,2017,16,23,26.1875,35000000.0,490000000.0,14,1.451,47,16,0.825,0.281,2.936,1.947,1.342,0.51,6.0,1356.0,3.61,39.13,9.0,0.1286
2017/18,Bournemouth,19,7,5,7,26,30,19,4,6,9,19,31,38,11,11,16,45,61,-16,44,2017,17,19,26.764705882352942,6843750.0,109500000.0,16,0.738,26,18,0.456,0.316,1.443,1.184,1.605,0.414,6.0,2308.0,6.13,15.79,3.0,0.4018
2017/18,Brighton,19,7,8,4,24,25,19,2,5,12,10,29,38,9,13,16,34,54,-20,40,2017,14,17,27.357142857142858,7653846.153846154,99500000.0,13,0.63,29,11,0.509,0.193,2.637,0.895,1.421,0.481,2.0,311.0,0.83,,,0.402
2017/18,Burnley,19,7,5,7,16,17,19,7,7,5,20,22,38,14,12,12,36,39,-3,54,2017,19,20,27.0,7666666.666666667,138000000.0,18,0.923,26,28,0.456,0.491,0.929,0.947,1.026,0.625,1.0,1.0,0.0,35.0,7.0,0.3913
2017/18,Chelsea,19,11,4,4,30,16,19,10,3,6,32,22,38,21,7,10,62,38,24,70,2017,15,19,26.066666666666666,42466666.666666664,637000000.0,15,1.632,37,33,0.649,0.579,1.121,1.632,1.0,0.635,8.0,94.0,0.25,42.11,8.0,0.1099
2017/18,Crystal Palace,19,7,5,7,29,27,19,4,6,9,16,28,38,11,11,16,45,55,-10,44,2017,17,22,27.0,10203125.0,163250000.0,16,0.818,26,18,0.456,0.316,1.443,1.184,1.447,0.471,8.0,2691.0,7.15,31.82,7.0,0.2695
2017/18,Everton,19,10,4,5,28,22,19,3,6,10,16,36,38,13,10,15,44,58,-14,49,2017,18,21,26.22222222222222,12625000.0,202000000.0,16,0.759,34,15,0.596,0.263,2.266,1.158,1.526,0.442,7.0,7489.0,19.92,47.62,10.0,0.2426
2017/18,Huddersfield,19,6,5,8,16,25,19,3,5,11,12,33,38,9,10,19,28,58,-30,37,2017,18,19,25.833333333333332,5323529.411764706,90500000.0,17,0.483,23,14,0.404,0.246,1.642,0.737,1.526,0.442,2.0,390.0,1.04,,,0.4088
2017/18,Leicester,19,7,6,6,25,22,19,5,5,9,31,38,38,12,11,15,56,60,-4,47,2017,14,21,27.0,14178571.42857143,198500000.0,14,0.933,27,20,0.474,0.351,1.35,1.474,1.579,0.423,8.0,5967.0,15.91,38.1,8.0,0.2368
2017/18,Liverpool,19,12,7,0,45,10,19,9,5,5,39,28,38,21,12,5,84,38,46,75,2017,19,21,25.210526315789473,39078947.368421055,742500000.0,19,2.211,43,32,0.754,0.561,1.344,2.211,1.0,0.635,7.0,4078.0,10.86,33.33,7.0,0.101
2017/18,Man City,19,16,2,1,61,14,19,16,2,1,45,13,38,32,4,2,106,27,79,100,2017,16,20,25.9375,53437500.0,855000000.0,16,3.926,50,50,0.877,0.877,1.0,2.789,0.711,0.74,6.0,2320.0,6.17,45.0,9.0,0.117
2017/18,Man United,19,15,2,2,38,9,19,10,4,5,30,19,38,25,6,7,68,28,40,81,2017,17,23,25.823529411764707,43117647.058823526,733000000.0,17,2.429,47,34,0.825,0.596,1.384,1.789,0.737,0.731,3.0,2448.0,6.51,21.74,5.0,0.1105
2017/18,Newcastle,19,8,4,7,21,17,19,4,4,11,18,30,38,12,8,18,39,47,-8,44,2017,20,21,25.15,7575000.0,151500000.0,20,0.83,28,16,0.491,0.281,1.747,1.026,1.237,0.548,1.0,0.0,0.0,66.67,14.0,0.2904
2017/18,Southampton,19,4,7,8,20,26,19,3,8,8,17,30,38,7,15,16,37,56,-19,36,2017,19,21,25.68421052631579,14194444.444444444,255500000.0,18,0.661,19,17,0.333,0.298,1.117,0.974,1.474,0.461,2.0,172.0,0.46,23.81,5.0,0.1409
2017/18,Stoke,19,5,5,9,20,30,19,2,7,10,15,38,38,7,12,19,35,68,-33,33,2017,16,22,27.0625,10107142.857142856,141500000.0,14,0.515,20,13,0.351,0.228,1.539,0.921,1.789,0.346,7.0,2056.0,5.46,40.91,9.0,0.2332
2017/18,Swansea,19,6,3,10,17,24,19,2,6,11,11,32,38,8,9,21,28,56,-28,33,2017,14,21,26.428571428571427,7833333.333333333,94000000.0,12,0.5,21,12,0.368,0.211,1.744,0.737,1.474,0.461,3.0,2428.0,6.47,38.1,8.0,0.3511
2017/18,Tottenham,19,13,4,2,40,16,19,10,4,5,34,20,38,23,8,7,74,36,38,77,2017,14,18,25.571428571428573,46769230.76923077,608000000.0,13,2.056,43,34,0.754,0.596,1.265,1.947,0.947,0.654,6.0,189.0,0.5,11.11,2.0,0.1266
2017/18,Watford,19,7,6,6,27,31,19,4,2,13,17,33,38,11,8,19,44,64,-20,41,2017,18,25,27.555555555555557,8147058.823529412,138500000.0,17,0.688,27,14,0.474,0.246,1.927,1.158,1.684,0.385,6.0,2870.0,7.66,44.0,11.0,0.296
2017/18,West Brom,19,3,9,7,21,29,19,3,4,12,10,27,38,6,13,19,31,56,-25,31,2017,15,19,28.866666666666667,7538461.538461538,98000000.0,13,0.554,18,13,0.316,0.228,1.386,0.816,1.474,0.461,10.0,925.0,2.46,36.84,7.0,0.3163
2017/18,West Ham,19,7,6,6,24,26,19,3,6,10,24,42,38,10,12,16,48,68,-20,42,2017,17,22,27.352941176470587,10571428.57142857,148000000.0,14,0.706,27,15,0.474,0.263,1.802,1.263,1.789,0.346,11.0,1435.0,3.83,31.82,7.0,0.2838
2018/19,Arsenal,19,14,3,2,42,16,19,7,4,8,31,35,38,21,7,10,73,51,22,70,2018,18,21,26.5,32156250.0,514500000.0,16,1.431,45,25,0.789,0.439,1.797,1.921,1.342,0.51,8.0,3423.0,9.11,23.81,5.0,0.1361
2018/19,Bournemouth,19,8,5,6,30,25,19,5,1,13,26,45,38,13,6,19,56,70,-14,45,2018,16,23,27.75,14033333.333333334,210500000.0,15,0.8,29,16,0.509,0.281,1.811,1.474,1.842,0.327,6.0,1390.0,3.7,34.78,8.0,0.2138
2018/19,Brighton,19,6,5,8,19,28,19,3,4,12,16,32,38,9,9,20,35,60,-25,36,2018,17,21,27.058823529411764,9156250.0,146500000.0,16,0.583,23,13,0.404,0.228,1.772,0.921,1.579,0.423,4.0,0.0,0.0,38.1,8.0,0.2457
2018/19,Burnley,19,7,2,10,24,32,19,4,5,10,21,36,38,11,7,20,45,68,-23,40,2018,16,20,27.6875,9033333.333333334,135500000.0,15,0.662,23,17,0.404,0.298,1.356,1.184,1.789,0.346,4.0,1591.0,4.23,15.0,3.0,0.2952
2018/19,Cardiff,19,6,2,11,21,38,19,4,2,13,13,31,38,10,4,24,34,69,-35,34,2018,16,21,27.1875,5433333.333333333,81500000.0,15,0.493,20,14,0.351,0.246,1.427,0.895,1.816,0.336,,,,95.24,20.0,0.4172
2018/19,Chelsea,19,12,6,1,39,12,19,9,3,7,24,27,38,21,9,8,63,39,24,72,2018,15,19,26.6,51785714.28571428,725000000.0,14,1.615,42,30,0.737,0.526,1.401,1.658,1.026,0.625,3.0,393.0,1.04,42.11,8.0,0.0993
2018/19,Crystal Palace,19,5,5,9,19,23,19,9,2,8,32,30,38,14,7,17,51,53,-2,49,2018,15,19,26.933333333333334,13642857.142857144,191000000.0,14,0.962,20,29,0.351,0.509,0.69,1.342,1.395,0.49,5.0,3135.0,8.34,26.32,5.0,0.2565
2018/19,Everton,19,10,4,5,30,21,19,5,5,9,24,25,38,15,9,14,54,46,8,54,2018,14,21,25.0,25750000.0,309000000.0,12,1.174,34,20,0.596,0.351,1.698,1.421,1.211,0.558,3.0,1598.0,4.26,33.33,7.0,0.1748
2018/19,Fulham,19,6,3,10,22,36,19,1,2,16,12,45,38,7,5,26,34,81,-47,26,2018,16,23,25.4375,11500000.0,161000000.0,14,0.42,21,5,0.368,0.088,4.182,0.895,2.132,0.221,5.0,3113.0,8.28,100.0,23.0,0.1615
2018/19,Huddersfield,19,2,3,14,10,31,19,1,4,14,12,45,38,3,7,28,22,76,-54,16,2018,17,23,25.705882352941178,6218750.0,99500000.0,16,0.289,9,7,0.158,0.123,1.285,0.579,2.0,0.269,6.0,2478.0,6.62,34.78,8.0,0.1608
2018/19,Leicester,19,8,3,8,24,20,19,7,4,8,27,28,38,15,7,16,51,48,3,52,2018,15,19,25.066666666666666,21933333.333333332,329000000.0,15,1.062,27,25,0.474,0.439,1.08,1.342,1.263,0.539,3.0,1599.0,4.28,42.11,8.0,0.1581
2018/19,Liverpool,19,17,2,0,55,10,19,13,5,1,34,12,38,30,7,1,89,22,67,97,2018,16,19,25.5625,61250000.0,980000000.0,16,4.045,53,44,0.93,0.772,1.205,2.342,0.579,0.788,3.0,2463.0,6.55,31.58,6.0,0.099
2018/19,Man City,19,18,0,1,57,12,19,14,2,3,38,11,38,32,2,4,95,23,72,98,2018,18,21,26.22222222222222,60555555.55555555,1090000000.0,18,4.13,54,44,0.947,0.772,1.227,2.5,0.605,0.779,2.0,335.0,0.89,9.52,2.0,0.0899
2018/19,Man United,19,10,6,3,33,25,19,9,3,7,32,29,38,19,9,10,65,54,11,66,2018,16,23,25.5625,40937500.0,655000000.0,16,1.204,36,30,0.632,0.526,1.202,1.711,1.421,0.481,6.0,3530.0,9.4,13.04,3.0,0.1008
2018/19,Newcastle,19,8,1,10,24,25,19,4,8,7,18,23,38,12,9,17,42,48,-6,45,2018,17,23,26.352941176470587,9625000.0,154000000.0,16,0.875,25,20,0.439,0.351,1.251,1.105,1.263,0.539,3.0,687.0,1.83,30.43,7.0,0.2922
2018/19,Southampton,19,5,8,6,27,30,19,4,4,11,18,35,38,9,12,17,45,65,-20,39,2018,20,22,25.0,11526315.789473685,219000000.0,19,0.692,23,16,0.404,0.281,1.438,1.184,1.711,0.375,6.0,2052.0,5.46,31.82,7.0,0.1781
2018/19,Tottenham,19,12,2,5,34,16,19,11,0,8,33,23,38,23,2,13,67,39,28,71,2018,16,22,26.0625,50214285.71428572,703000000.0,14,1.718,38,33,0.667,0.579,1.152,1.763,1.026,0.625,6.0,1108.0,2.95,18.18,4.0,0.101
2018/19,Watford,19,8,3,8,26,28,19,6,5,8,26,31,38,14,8,16,52,59,-7,50,2018,16,19,27.75,10400000.0,156000000.0,15,0.881,27,23,0.474,0.404,1.173,1.368,1.553,0.433,2.0,366.0,0.98,26.32,5.0,0.3205
2018/19,West Ham,19,9,4,6,32,27,19,6,3,10,20,28,38,15,7,16,52,55,-3,52,2018,16,22,27.375,15500000.0,201500000.0,13,0.945,31,21,0.544,0.368,1.478,1.368,1.447,0.471,6.0,3674.0,9.78,45.45,10.0,0.2581
2018/19,Wolves,19,10,4,5,28,21,19,6,5,8,19,25,38,16,9,13,47,46,1,57,2018,14,17,25.5,18615384.615384616,242000000.0,13,1.022,34,23,0.596,0.404,1.475,1.237,1.211,0.558,5.0,1373.0,3.66,100.0,17.0,0.2355
2019/20,Arsenal,19,10,6,3,36,24,19,4,8,7,20,24,38,14,14,10,56,48,8,56,2019,18,24,25.22222222222222,28687500.0,459000000.0,16,1.167,36,20,0.632,0.351,1.801,1.474,1.263,0.539,10.0,6382.0,17.05,45.83,11.0,0.122
2019/20,Aston Villa,19,7,3,9,22,30,19,2,5,12,19,37,38,9,8,21,41,67,-26,35,2019,19,22,25.736842105263158,11616666.666666666,174250000.0,15,0.612,24,11,0.421,0.193,2.181,1.079,1.763,0.356,2.0,51.0,0.14,95.45,21.0,0.2009
2019/20,Bournemouth,19,5,6,8,22,30,19,4,1,14,18,35,38,9,7,22,40,65,-25,34,2019,17,21,25.0,12735294.11764706,216500000.0,17,0.615,21,13,0.368,0.228,1.614,1.053,1.711,0.375,5.0,729.0,1.95,28.57,6.0,0.157
2019/20,Brighton,19,5,7,7,20,27,19,4,7,8,19,27,38,9,14,15,39,54,-15,41,2019,16,22,25.3125,9131250.0,146100000.0,16,0.722,22,19,0.386,0.333,1.159,1.026,1.421,0.481,6.0,3386.0,9.03,45.45,10.0,0.2806
2019/20,Burnley,19,8,4,7,24,23,19,7,5,7,19,27,38,15,9,14,43,50,-7,54,2019,14,20,28.0,9023076.923076924,117300000.0,13,0.86,28,26,0.491,0.456,1.077,1.132,1.316,0.519,9.0,3341.0,8.88,20.0,4.0,0.4604
2019/20,Chelsea,19,11,3,5,30,16,19,9,3,7,39,38,38,20,6,12,69,54,15,66,2019,18,21,24.77777777777778,32750000.0,524000000.0,16,1.278,36,30,0.632,0.526,1.202,1.816,1.421,0.481,10.0,7218.0,19.19,33.33,7.0,0.126
2019/20,Crystal Palace,19,6,5,8,15,20,19,5,5,9,16,30,38,11,10,17,31,50,-19,43,2019,17,19,29.0,8618750.0,137900000.0,16,0.62,23,20,0.404,0.351,1.151,0.816,1.316,0.519,8.0,210.0,0.56,15.79,3.0,0.3118
2019/20,Everton,19,8,7,4,24,21,19,5,3,11,20,35,38,13,10,15,44,56,-12,49,2019,17,21,25.705882352941178,19875000.0,318000000.0,16,0.786,31,18,0.544,0.316,1.722,1.158,1.474,0.461,7.0,1592.0,4.24,28.57,6.0,0.1541
2019/20,Leicester,19,11,4,4,35,17,19,7,4,8,32,24,38,18,8,12,67,41,26,62,2019,14,20,24.714285714285715,24685714.285714287,345600000.0,14,1.634,37,25,0.649,0.439,1.478,1.763,1.079,0.606,3.0,278.0,0.74,25.0,5.0,0.1794
2019/20,Liverpool,19,18,1,0,52,16,19,14,2,3,33,17,38,32,3,3,85,33,52,99,2019,13,19,26.307692307692307,63000000.0,819000000.0,13,2.576,55,44,0.965,0.772,1.25,2.237,0.868,0.683,7.0,3539.0,9.41,10.53,2.0,0.1209
2019/20,Man City,19,15,2,2,57,13,19,11,1,7,45,22,38,26,3,9,102,35,67,81,2019,19,22,26.36842105263158,48921052.631578945,929500000.0,19,2.914,47,34,0.825,0.596,1.384,2.684,0.921,0.664,5.0,1710.0,4.56,22.73,5.0,0.0871
2019/20,Man United,19,10,7,2,40,17,19,8,5,6,26,19,38,18,12,8,66,36,30,66,2019,18,19,24.166666666666668,31594444.444444444,568700000.0,18,1.833,37,29,0.649,0.509,1.275,1.737,0.947,0.654,6.0,2460.0,6.54,31.58,6.0,0.1161
2019/20,Newcastle,19,6,8,5,20,21,19,5,3,11,18,37,38,11,11,16,38,58,-20,44,2019,17,25,25.764705882352942,10252941.176470589,174300000.0,17,0.655,26,18,0.456,0.316,1.443,1.0,1.526,0.442,4.0,592.0,1.58,40.0,10.0,0.2524
2019/20,Norwich,19,4,3,12,19,37,19,1,3,15,7,38,38,5,6,27,26,75,-49,21,2019,15,22,25.466666666666665,6914285.714285715,96800000.0,14,0.347,15,6,0.263,0.105,2.505,0.684,1.974,0.279,7.0,3507.0,9.35,90.91,20.0,0.2169
2019/20,Sheffield United,19,10,3,6,24,15,19,4,9,6,15,24,38,14,12,12,39,39,0,54,2019,14,18,26.428571428571427,7684615.384615385,99900000.0,13,1.0,33,21,0.579,0.368,1.573,1.026,1.026,0.625,1.0,0.0,0.0,100.0,18.0,0.5405
2019/20,Southampton,19,6,3,10,21,35,19,9,4,6,30,25,38,15,7,16,51,60,-9,52,2019,16,22,25.6875,9628571.42857143,134800000.0,14,0.85,21,31,0.368,0.544,0.676,1.342,1.579,0.423,10.0,2207.0,5.89,27.27,6.0,0.3858
2019/20,Tottenham,19,12,3,4,36,17,19,4,8,7,25,30,38,16,11,11,61,47,14,59,2019,18,22,26.333333333333332,35553333.333333336,533300000.0,15,1.298,39,20,0.684,0.351,1.949,1.605,1.237,0.548,9.0,1019.0,2.72,27.27,6.0,0.1106
2019/20,Watford,19,6,6,7,22,27,19,2,4,13,14,37,38,8,10,20,36,64,-28,34,2019,17,20,28.352941176470587,7546666.666666667,113200000.0,15,0.562,24,10,0.421,0.175,2.406,0.947,1.684,0.385,3.0,47.0,0.13,20.0,4.0,0.3004
2019/20,West Ham,19,6,4,9,30,33,19,4,5,10,19,29,38,10,9,19,49,62,-13,39,2019,18,22,26.72222222222222,15711764.705882354,267100000.0,17,0.79,22,17,0.386,0.298,1.295,1.289,1.632,0.404,8.0,4130.0,10.99,31.82,7.0,0.146
2019/20,Wolves,19,8,7,4,27,19,19,7,7,5,24,21,38,15,14,9,51,40,11,59,2019,13,15,25.846153846153847,20041666.666666668,240500000.0,12,1.275,31,28,0.544,0.491,1.108,1.342,1.053,0.615,10.0,1727.0,4.59,6.67,1.0,0.2453
2020/21,Arsenal,19,8,4,7,24,21,19,10,3,6,31,18,38,18,7,13,55,39,16,61,2020,17,23,25.88235294117647,24187500.0,387000000.0,16,1.41,28,33,0.491,0.579,0.848,1.447,1.026,0.625,6.0,4891.0,13.06,34.78,8.0,0.1576
2020/21,Aston Villa,19,7,4,8,29,27,19,9,3,7,26,19,38,16,7,15,55,46,9,55,2020,13,17,24.384615384615383,28250000.0,339000000.0,12,1.196,25,30,0.439,0.526,0.835,1.447,1.211,0.558,4.0,647.0,1.72,35.29,6.0,0.1622
2020/21,Brighton,19,4,9,6,22,22,19,5,5,9,18,24,38,9,14,15,40,46,-6,41,2020,15,20,25.933333333333334,12800000.0,192000000.0,15,0.87,21,20,0.368,0.351,1.048,1.053,1.211,0.558,9.0,1683.0,4.48,30.0,6.0,0.2135
